Dokumen,Acara,Username,Tweet,Kelas
train17,Tukang Ojek Pengkolan,NovaArianty1,@TOP_RCTI lebih suka sm pemain yg dulu aplgi setelah mpok tati meninggal makin gak seru,-1
train18,Tukang Ojek Pengkolan,WSanjaya990ÔøΩ,@TOP_RCTI gak lucu..lucuan dunia terbalik,-1
train19,Tukang Ojek Pengkolan,RiauAdventureÔøΩ,@TOP_RCTI bagus n Merakyat sinetron nya,1
train20,Tukang Ojek Pengkolan,RudyVhariexÔøΩ,@TOP_RCTI tukang ojek pengkolan memang TOP,1
train21,Tukang Ojek Pengkolan,arjunpratama87†,@TOP_RCTI Tolong dong jangan terlalu lama. Acara ojek pengkolan kurang TOP. Gak sabar nunggu Dunia kebalik.,-1
train22,Tukang Ojek Pengkolan,AvrillaZulu,@TOP_RCTI jangan terlalu lama durasinya siaran yg lain jd sebntar n jadi lama nunggunya karna terlalu mlm,-1
train23,Tukang Ojek Pengkolan,asepanak3,Pingin nonton @TOP_RCTI,1
train24,Tukang Ojek Pengkolan,SitiBellaIra1†,@TOP_RCTI tolong dong jam tayang di tambah,1
train25,Tukang Ojek Pengkolan,nidya_Gustina,wah gak sabar pengen nonton @TOP_RCTI,1
train26,Tukang Ojek Pengkolan,gusar140295†,@TOP_RCTI film TOP lucu,1
train27,Tukang Ojek Pengkolan,†omarbociel,@TOP_RCTI #DramaSeriesTerbaik Mantap TOP Bikin suasana sore tambah ceria Nonton TOP di temani secangkir kopii.. Serasa dunia ane yg punyaa,1
train28,Tukang Ojek Pengkolan,RereHer,@aseli_top jngn mlm2 dunk min tayangnya..!! :(,-1
train29,Tukang Ojek Pengkolan,riangomes1†,Tukang ojeg keren abis.nonton top sambil ngemil biskuit legend haha hah sukses selalu buat #rcti @TOP_RCTI,1
train30,Tukang Ojek Pengkolan,edho_86,Wow senangnya liat para pemain TOP @TOP_RCTI cuma masukkan untk keselamatan di jln ada baiknya helmnya di pasang dgn baik ya#savety,1
train31,Tukang Ojek Pengkolan,gusar140295,@TOP_RCTI film TOP lucu,1
train32,Tukang Ojek Pengkolan,jaashter†,#RCTI_TOP seruuu... #TOPRCTI @TOP_RCTI,1
train33,Dunia Terbalik,YGYNTRÔøΩ,baru juga mulai udh iklan aja kelamaan di iklan sekrang!,-1
train34,Dunia Terbalik,nadaristantia23,@DT_RCTI asik uy hari ini bnyk kang acengnya cihuy @sutansimatupang #DuniaTerbalikRCTI,1
train35,Dunia Terbalik,HerryHerdians14,@dt_rcti kak dedeh cantik banget pke mukenaNya kwkwk @marshashari #DuniaTerbalikRcti,1
train36,Dunia Terbalik,alim_adrs,@IslamiatiYuli @DT_RCTI @sutansimatupang @Benk08905656 @birowo @aguskuncoroadi Ngantuk'nya jadi hilang :D #Mantab,1
train37,Dunia Terbalik,fiouchiinÔøΩ,cucu sm emaknya jgn terlalu lebay atuh nangis muluk deh -_-,-1
train38,Dunia Terbalik,oellffah92,Ketawa ketiwi bareng swami liat #DuniaTerbalikRCTI  @DT_RCTI terbalik @Benk08905656 @sutansimatupang @aguskuncoroadi,1
train39,Dunia Terbalik,MUHAMMADAGUSAR7,@DT_RCTI main nya jd gk tentu... jd males mw lihat kemalaman,-1
train40,Dunia Terbalik,andhy928,@DT_RCTI lama banget sponsornya Mqin filmnya cuma sebentar cuma berapa adegan saja sudah sponsor lagi makin gak seru kebanyakan sponsor bos.,-1
train41,Dunia Terbalik,zzatisalampessy,Baru mulai aja udah di bikin ngakak.GaraÔøΩ? ekspresi Aceng @sutansimatupang ngomong sama Idoy @Benk08905656 .Sampai keselek camilan. @DT_RCTI,1
train42,Dunia Terbalik,DwieOshop,@DT_RCTI Tayang malam jadi ga seru,-1
train43,Dunia Terbalik,rizal_septyan,@MemeComicIndo mendingan nonton @DT_RCTI malah terhibur aku min ?ÔøΩÔøΩÔøΩ?ÔøΩÔøΩ,1
train44,Dunia Terbalik,dessrainbow,@DT_RCTI min ko dunia terbalik skrg tayangnya jdi makin malem ?? Ga sabar nungguin aceng dkk,-1
train45,Dunia Terbalik,syahrihamdany,ngeri iklannya buaannnnyyyyaaakkkkk bet,-1
train46,Dunia Terbalik,gadih11,@DT_RCTI.min dnia terblik koq skg tyang a kemalman.balikin lgi dong tayng a jam 19.00 soal sy gak ampe selsai nnton a.cos dah gntuk duluan.,-1
train47,Dunia Terbalik,lintang696969,@DT_RCTI top pokoknya apa lg lihat si idoy wkwkwkwkw oooooooooooo emang hari Minggu gak boleh jemput anak ya hahah,1
train48,Dunia Terbalik,HerryHerdians14,@DT_RCTI yg ditunggu akhirnya maen jga wkwkwk #DunieTerbalikRcti #DramaSeriesTerbaik,1
train49,Dunia Terbalik,Lapendo64015468,kang mlm ini iklan nya bnyak bngt,-1
train50,Dunia Terbalik,sucimah52863849,@DT_RCTI tapi muka nya masam,-1
train51,Dunia Terbalik,adi_sopandi34,@DT_RCTI sudah siap2 nungguin acara paling seruu!!! Hahaaa #DuniaTerbalikRCTI,1
train52,Dunia Terbalik,DT_RCTI,RT @Sukedi8: @DT_RCTI Oke banget dunia terbalik,1
train53,Dunia Terbalik,arnny_09,Saatnya santai nonton Dunia Terbalik @DT_RCTI di @OfficialRCTI ngga sabar liat keseruan aceng dadang akum sama idoy!,1
train54,Dunia Terbalik,Muhamma38160762,@DT_RCTI sebentar lagi ada film kesukaan dunia terbalik,1
train55,Dunia Terbalik,iifJikaband,@DT_RCTI waduh jam tayang Dunia terbalik kemaleman ni..,-1
train56,Dunia Terbalik,ROBISTA3,@N_Aristantia23 @DT_RCTI rcti memang ok,1
train57,Dunia Terbalik,IkaGone,Serius bgt om @sutansimatupang dngerin cerita mak suha nya wkwk @DT_RCTI #DuniaTerbalik,1
train58,Dunia Terbalik,IwanPlh,@DT_RCTI @OfficialRCTI Mantaf si Dadang pedeut..,1
train59,Dunia Terbalik,GundalaPetir8,@DT_RCTI Mantap x ting nyah lucu,1
train60,Dunia Terbalik,dessrainbow,@DT_RCTI enaaaaak bangeett min..,1
train61,Dunia Terbalik,Raka97gmailCom,@DT_RCTI @syahnazs93 @anjanidinavdw lebih kocak semua moga sukses ya,1
train62,Dunia Terbalik,selamatcitra,Dari pd mkn hati lbih baik minum kopi smbil nonton @DT_RCTI https://t.co/kTBoKNnYI8,1
train63,Dunia Terbalik,prastiob000,@2Fansbase @OfficialRCTI sinetron yg kocak pas bngt kalo LG santai nntn @DT_RCTI pasti ketawa ga bosan,1
train64,Dunia Terbalik,sitibadriyati2,@DT_RCTI aceng si pejuang cinta mantep,1
train65,Anak Langit,bagus_gab,@AnakLangitSCTV_ episode tadi luar biasa ...  ..  Semoga @AnakLangitSCTV_ semoga makin seru makin keren .. https://t.co/R7Y9temZA0,1
train66,Anak Langit,Ranisajjs,@AnakLangitSCTV_ uhhh seruu banget nih sinetronseru seru seruuu..,1
train67,Anak Langit,Nadia93373118,@AnakLangitSCTV_  Pecah malam ini nonton AL.. banjir air mata liat @amarzonnii sama tamte @yulita,1
train68,Anak Langit,LasmiSetyawan,@AnakLangitSCTV_ kox masangin y ga cocok ch msk hito ga d psangin ma raya ajha,-1
train69,Anak Langit,KikiIrfan2,@Yoelitta_Palar @AnakLangitSCTV_ Makin seru tayangan nya nonton sambil istirahat melepas lelah kerja seharian,1
train70,Anak Langit,anwar03609351,jangan malam malam pak siaranya,-1
train71,Anak Langit,SamplingAÔøΩ,@AnakLangitSCTV Jgn Suka Ngulang Dong... Sdh Iklannya Panjang. Jadi Ngantuk Nontonya,-1
train72,Anak Langit,azyiie_bllues,@AnakLangitSCTV_  ah pasti jam tayangnya jdi sbntar klo ada sinetron si BoY.. Ga asik,-1
train73,Anak Langit,luizgwondol,@AnakLangitSCTV_ Trlalu baxk yg hayalanxn critax smakin ga jlas smakin pnjang smakin rumit,-1
train74,Anak Langit,Pran__,Mantap jiwa mlm ini @AnakLangitSCTV_ seru jasa lihat AL ngabisin anak antrax @Yoelitta_Palar @Al_79 @Akbarbhakti,1
train75,Anak Langit,Andyparamedis,Tegang rainbow serang antrax seruuu banget ! @AnakLangitSCTV_  @Yoelitta_Palar @anggaptrh @AmmarZoni @DylanCarr8 @al_79 @cemalurhanoff,1
train76,Anak Langit,adhityasandi00,Ceritanya keren hari ini Genk antraks dibabat habis @AnakLangitSCTV_ @SCTV_  #SayaDiSCTV,1
train77,Anak Langit,Gilang_Sat,@SCTV_ @AnakLangitSCTV_ episode td best bgt,1
train78,Anak Langit,Rhieya_YuRa,Sinetron @AnakLangitSCTV_ apaan nih masa kalo geng Anak rainbow dikalahin mulu?? Dihajar trus abis2an tiba bales dendam gak bikin puas,-1
train79,Anak Langit,MFabiyan130,@SCTV_ @AnakLangitSCTV_ seru banget aku suka dehh... I LIKE YOU anak langit..,1
train80,Anak Langit,masda_yh,@AnakLangitSCTV_ @OFC_AnakLangit Males banget liat mama lebay #AnakLangit,-1
train81,Anak Langit,hyi_hyiÔøΩ,@AnakLangitSCTV_ makin gak jelas cerita anak langit krn sbg ibu kandung Al sering memanfaatkan Al utk kepetingannya. Edukasi tidak baik.,-1
train82,Anak Langit,LuCky29072726,@AnakLangitSCTV_ kebanyakan iklan,-1
train83,Anak Langit,tiv_adrianÔøΩ,Cerita nya lebih masuk akal dong gan  masa AL kalo di kerubutin masih tetep menang itu orang atau DEWA sih  ga pernah kalah masa aneh,-1
train84,Anak Langit,Cahaya43034620ÔøΩ,Moment anak langit yg pling q sukai pas scene dimna 3saudra kumpul bareng brcnda breng seru scene pling q sukai @AnakLangitSCTV_ @SCTV_,1
train85,Anak langit,Wulanda18899674,@AnakLangitSCTV_ @sinemart_ph @SCTV_ Uhh Anak langit pemainnya ganteng-ganteng dan cantik - cantik üëç,1
train86,Anak langit,najahaa09,Lebay bangetz akting.a n gw kgk merasa baper sma sekali tuuhh  biasa aj @AkbarBhakti  @AnakLangitSCTV_,-1
train87,Anak langit,iksanreza12†,@AnakLangitSCTV_ anak langit keren2 terutama ammar zoni pemeran al dan immanuel caesar hito pemeran andra,1
train88,Anak langit,yoyok_febriant,Nonton @AnakLangitSCTV_  klopp,1
train89,Anak langit,Alfurqonhidaya1,@AnakLangitSCTV_ Seru,1
train90,Anak langit,Anjas11y,@AnakLangitSCTV_ mantap anak langit,1
train91,Anak langit,Tunggala1,@AnakLangitSCTV_ @JhonSjbt @DailymotionUSA Suka nonton,1
train92,Anak langit,verawat24528833,@AnakLangitSCTV_ anak langit makin keren. Semangat terus buat cumi n udang üòÅüòÅ,1
train93,Anak langit,NovaPrakoso4,aku gak suka sinetron alay,-1
train94,Anak langit,attin_citra,Anak langit keren banget Apa lagi Al dan vika nya,1
train95,Anak langit,Sulisti95026626†,udah males nontonnya si emon jarang nongol kebanyakan si andra ma tari bosennn.. Jauh banget sama AJ,-1
train96,Anak langit,DwiSetiyawan14†,menurutku alur ceritanya terlalu datar biasa saja dan mudah di tebak.,-1
train97,Berkah Cinta,jannatii02,Dari tadi cerita nya erostaniatama itu aja bosan liat nya. cerita itu melulu kirain seru malam ini bikin bosan aja. #BerkahCinta,-1
train98,Berkah Cinta,kippung_eva,@restydestaamel2 bahagia seneng pokonya kalo liat mereka duh jdi ikutikutan senyum senyum sendiri @Ibel234 @Giorgino_Abr #berkahcinta @SCTV_,1
train99,Berkah Cinta,DomackSepti,Malam ini gag ad BC  galau deh gag bs liat tamtan ?ÔøΩÔøΩ pas bngt mlm kamis gag tayang ny ih #BerkahCinta #donnymichael #irishbella,-1
train100,Berkah Cinta,DomackSepti,Semalam gag bs nntn #BerkahCinta siaran SCTV lg demam kali ya???  Macet ?ÔøΩÔøΩ https://t.co/tVj8DEIhrJ,-1
train101,Berkah Cinta,pangerank89,Le mineral diminum sama pasangan alay bin ngebosanin... gak laku cuy...!!! #BerkahCinta @BerkahCintaTV_,-1
train102,Berkah Cinta,ista_luthfiyah,Skenarionya ubah dikit dong kalo tama sm eros berantem trsgara tania itu bakal ngebosenin bgt @BerkahCinta_ #BerkahCinta @WinlyWin @SCTV_,-1
train103,Berkah Cinta,Naura16758568,serru banget,1
train104,Berkah Cinta,KurnYoen,Top dech #BerkahCinta #BerkahCintaSCTVEps17 @BC_SCTV,1
train105,Berkah Cinta,Ekapurnamas281,Sayang besok gak tayang @BerkahCinta_ #BerkahCinta #SayaDiSCTV #PekanbaruPanam https://t.co/4Q0vhzRWUg,-1
train106,Berkah Cinta,anjeli76,#BerkahCinta aduh ni sinet makin kesini isinya kekerasan kelicikan kenaifan. Kontrak kerja masa ngg dibaca dulu? tidur ahh,-1
train107,Berkah Cinta,AmbarWa32546519,Ihh  nyebelin banget sih baru mau seru serunya malah iklan  bikin penasaran deh #BerkahCinta,-1
train108,Berkah Cinta,AmbarWa32546519,Yee  eros yang semangat kerjanya  katanya mau bahagia in tania #BerkahCinta,1
train109,Berkah Cinta,AmbarWa32546519,Ni scene nya udah mulai romantis ya #BerkahCinta,1
train110,Berkah Cinta,IsId489,Hahaha lucu bik Sumi sampe jatuh begitu didorong punya rumah #BerkahCinta,1
train111,Berkah Cinta,3anfibi,@SCTV_ Coba kalau si tania #BerkahCinta dibuat cerita sedikit goyah akan cintanya pasti seru,1
train112,Berkah Cinta,kippung_eva,@hery_2499 wah pasti seru ya nobar #BerkahCinta @SCTV_,1
train113,Berkah Cinta,novaliassl,@wulanardyn7 Iya sumpah #berkahcinta dari eps awal sampai sekarang bikin emosi mulu. lama lama males nonton. Tama mÔøΩÔøΩ? https://t.co/dwSmrD99W3,-1
train114,Berkah Cinta,Siti_AisyahSA,@2Fansbase program favoritku ttp #AnakLangit #AnakSekolahan #BerkahCinta #FTVSCTV ,1
train115,Berkah Cinta,Siti_AisyahSA,@INDOTVTrends mantap #AnakLangit rajai rating #BerkahCinta ttp ke 3 #AnakSekolahan turun jd ke 10,1
train116,Berkah Cinta,boedywp82,Dalam adegan juga ada iklannya Haddeeh @BerkahCintaTV_  #BerkahCinta,-1
train117,Berkah Cinta,IsId489,Dlm keadaan gawat darurat masih sempat iklan #BerkahCinta,-1
train118,Berkah Cinta,kippung_eva,Makin greget sama #BerkahCinta makin gemes @SCTV_ eros tania banyak rintangan banget si @ibell234 @Ibel234 @Giorgino_Abr,1
train119,Berkah Cinta,IsId489,Sinetron tk berbobot masak rmh sdh lama ditinggal koq tau Eros klo Tania ada dirmh org tuany dulu #BerkahCinta,-1
train120,Berkah Cinta,Giorgino_Arka,@SiwiUtami17 #BerkahCinta Ertan lovers,1
train121,Berkah Cinta,wulanardyn7,#BerkahCinta aduhhh mulai ngacoh yaaaa,-1
train122,Berkah Cinta,kippung_eva,Sinet yang ditunggutunggu udah mulai #BerkahCinta baper gemes @ibell234 @Ibel234 @Giorgino_Abr @DonnyMichael‚Ä,1
train123,Berkah Cinta,wulanardyn7,#BerkahCinta najis gajelass HHH LUCU!@WinlyWin,-1
train124,Berkah Cinta,NaniSugiarni†,@WinlyWin goblokkkk bikin sinetron koq gk jelas @BerkahCint_SCTV,-1
train125,Berkah Cinta,Naura16758565,serru banget,1
train126,Berkah Cinta,NaniSugiarni†,@BC_SCTV #BerkahCinta lagi seru nehhh semoga ertan jadi nikah.,1
train127,Berkah Cinta,GinoDesi†,Pecinta BC SCTV @BerkahcintaLand @berkahcinta_tv @BC_SCTV @Ibel234 @Giorgino_Abr,1
train128,Berkah Cinta,NenengSalamah12,#BerkahCinta ok @BC_SCTV,1
